"ResponseId","ImageNum","Mancheck","paintType","like","beauty","profound","worth","emo","story","meaningful","effort","totalmins","crtcorrect","growth","fixed","empathy","openness","posAI","negAI","Matched"
1,9,"AI","A",2,2,3,3,3,3,2,4,0,6,14,10,56,45,40,18,1
2,1,"AI","R",2,3,2,2,1,2,1,2,19,6,18,14,56,47,36,25,1
2,10,"AI","R",2,3,2,2,2,2,2,2,15,6,18,14,56,47,36,25,1
2,11,"AI","A",1,2,2,1,1,2,1,1,15,6,18,14,56,47,36,25,1
2,12,"Human","R",2,3,2,2,2,2,1,3,10080,6,18,14,56,47,36,25,1
2,13,"Human","R",2,2,2,2,1,3,1,3,17280,6,18,14,56,47,36,25,1
2,14,"AI","A",2,1,1,1,2,1,1,2,30,6,18,14,56,47,36,25,1
2,15,"Human","A",3,3,3,2,3,2,2,4,14400,6,18,14,56,47,36,25,1
2,16,"Human","R",3,4,2,3,2,3,2,3,8640,6,18,14,56,47,36,25,1
2,17,"Human","A",1,2,2,2,1,2,1,2,11520,6,18,14,56,47,36,25,1
2,18,"AI","R",1,2,2,1,1,2,1,1,11,6,18,14,56,47,36,25,1
2,19,"Human","R",3,3,2,3,3,3,2,3,17280,6,18,14,56,47,36,25,1
2,2,"AI","A",1,2,1,2,1,1,1,2,17,6,18,14,56,47,36,25,1
2,20,"AI","A",2,2,2,1,1,2,1,2,9,6,18,14,56,47,36,25,1
2,21,"AI","A",2,3,2,2,1,1,2,2,20,6,18,14,56,47,36,25,1
2,22,"AI","R",2,2,2,1,2,3,1,2,30,6,18,14,56,47,36,25,1
2,23,"AI","A",2,2,1,2,2,1,1,2,7,6,18,14,56,47,36,25,1
2,24,"Human","A",2,3,2,3,2,2,1,3,24480,6,18,14,56,47,36,25,1
2,25,"AI","R",1,2,1,1,1,2,1,2,4,6,18,14,56,47,36,25,1
2,26,"Human","R",2,3,2,2,1,2,1,3,11520,6,18,14,56,47,36,25,1
2,27,"Human","R",2,3,2,3,1,3,2,4,15840,6,18,14,56,47,36,25,1
2,28,"Human","A",2,3,3,2,2,3,2,2,10080,6,18,14,56,47,36,25,1
2,29,"AI","A",2,2,2,1,2,3,2,2,15,6,18,14,56,47,36,25,1
2,3,"AI","R",3,3,2,2,2,3,2,2,30,6,18,14,56,47,36,25,1
2,30,"Human","R",2,3,2,3,2,3,2,4,24480,6,18,14,56,47,36,25,1
2,4,"Human","A",2,2,2,2,1,2,1,2,5040,6,18,14,56,47,36,25,1
2,5,"AI","R",2,3,2,2,1,2,1,2,20,6,18,14,56,47,36,25,1
2,6,"Human","A",2,2,2,2,1,1,1,3,8640,6,18,14,56,47,36,25,1
2,7,"AI","R",1,2,1,2,1,2,1,2,17,6,18,14,56,47,36,25,1
2,8,"Human","A",3,3,3,3,3,2,2,3,18720,6,18,14,56,47,36,25,1
2,9,"AI","A",2,2,1,2,1,1,1,2,7,6,18,14,56,47,36,25,1
3,1,"Human","R",5,4,4,4,2,3,1,5,21600,5,16,18,53,42,39,31,1
3,10,"AI","R",3,2,1,3,1,2,1,2,1440,5,16,18,53,42,39,31,1
3,11,"Human","A",4,4,3,3,2,1,1,5,21600,5,16,18,53,42,39,31,1
3,12,"Human","R",3,3,2,4,3,1,2,4,10080,5,16,18,53,42,39,31,1
3,13,"Human","R",4,3,3,4,2,4,1,4,8640,5,16,18,53,42,39,31,1
3,14,"AI","A",1,1,1,1,1,1,1,2,180,5,16,18,53,42,39,31,1
3,15,"Human","A",3,2,3,4,2,2,1,3,10080,5,16,18,53,42,39,31,1
3,16,"Human","R",3,2,3,3,2,1,1,4,12960,5,16,18,53,42,39,31,1
3,17,"Human","A",1,1,1,1,1,1,1,1,5760,5,16,18,53,42,39,31,1
3,18,"AI","R",4,4,3,2,1,1,3,4,1440,5,16,18,53,42,39,31,1
3,19,"AI","R",2,2,1,2,1,1,1,2,420,5,16,18,53,42,39,31,1
3,2,"AI","A",1,1,1,2,1,1,1,2,480,5,16,18,53,42,39,31,1
3,20,"Human","A",1,1,1,2,1,2,1,2,2880,5,16,18,53,42,39,31,1
3,21,"Human","A",1,1,1,1,1,1,1,2,7200,5,16,18,53,42,39,31,1
3,22,"Human","R",1,2,1,1,1,1,1,4,4320,5,16,18,53,42,39,31,1
3,23,"AI","A",2,1,1,1,1,1,1,1,180,5,16,18,53,42,39,31,1
3,24,"AI","A",1,1,1,1,1,1,1,1,60,5,16,18,53,42,39,31,1
3,25,"AI","R",1,1,1,1,1,1,1,1,5,5,16,18,53,42,39,31,1
3,26,"AI","R",3,3,2,1,1,2,1,3,120,5,16,18,53,42,39,31,1
3,27,"Human","R",5,4,5,4,2,4,3,5,28800,5,16,18,53,42,39,31,1
3,28,"Human","A",4,4,3,4,2,2,2,4,7200,5,16,18,53,42,39,31,1
3,29,"AI","A",3,2,3,2,1,2,1,3,1440,5,16,18,53,42,39,31,1
3,3,"Human","R",5,5,5,5,3,4,4,5,23040,5,16,18,53,42,39,31,1
3,30,"AI","R",3,3,2,3,1,2,1,3,1860,5,16,18,53,42,39,31,1
3,4,"AI","A",1,1,1,1,1,1,1,2,420,5,16,18,53,42,39,31,1
3,5,"AI","R",2,2,2,1,1,1,1,1,30,5,16,18,53,42,39,31,1
3,6,"Human","A",3,2,2,3,1,1,1,1,10080,5,16,18,53,42,39,31,1
3,7,"AI","R",4,3,3,4,1,2,1,2,2880,5,16,18,53,42,39,31,1
3,8,"AI","A",2,3,2,2,1,1,1,3,2880,5,16,18,53,42,39,31,1
3,9,"Human","A",1,1,1,1,1,1,1,1,8640,5,16,18,53,42,39,31,1
4,1,"Human","R",5,5,4,4,5,5,4,4,4320,3,24,6,74,57,32,19,1
4,10,"Human","R",3,4,3,3,3,3,3,4,5760,3,24,6,74,57,32,19,1
4,11,"AI","A",3,3,3,3,4,4,2,3,2880,3,24,6,74,57,32,19,1
4,12,"AI","R",3,3,3,3,4,4,2,2,360,3,24,6,74,57,32,19,1
4,13,"Human","R",3,4,3,4,4,4,3,4,300,3,24,6,74,57,32,19,1
4,14,"Human","A",2,2,3,3,4,4,2,3,360,3,24,6,74,57,32,19,1
4,15,"AI","A",3,3,4,4,4,4,3,2,60,3,24,6,74,57,32,19,1
4,16,"Human","R",2,3,2,2,2,2,2,3,360,3,24,6,74,57,32,19,1
4,17,"AI","A",3,4,3,3,4,4,3,3,1440,3,24,6,74,57,32,19,1
4,18,"AI","R",3,4,3,2,3,4,3,3,1440,3,24,6,74,57,32,19,1
4,19,"AI","R",3,3,2,2,3,3,2,2,60,3,24,6,74,57,32,19,1
4,2,"Human","A",3,3,3,3,4,4,3,4,5760,3,24,6,74,57,32,19,1
4,20,"Human","A",2,2,3,3,2,4,2,3,4320,3,24,6,74,57,32,19,1
4,21,"AI","A",3,3,3,3,3,2,2,3,240,3,24,6,74,57,32,19,1
4,22,"Human","R",1,1,3,3,3,3,1,3,120,3,24,6,74,57,32,19,1
4,23,"AI","A",3,3,2,2,2,3,2,3,300,3,24,6,74,57,32,19,1
4,24,"Human","A",3,4,2,2,3,2,2,3,180,3,24,6,74,57,32,19,1
4,25,"AI","R",2,2,3,3,4,4,2,2,120,3,24,6,74,57,32,19,1
4,26,"Human","R",3,4,3,3,3,4,3,3,360,3,24,6,74,57,32,19,1
4,27,"Human","R",4,4,4,3,4,5,4,4,2880,3,24,6,74,57,32,19,1
4,28,"Human","A",3,3,4,3,4,4,2,3,240,3,24,6,74,57,32,19,1
4,29,"Human","A",2,2,3,3,4,4,2,3,4320,3,24,6,74,57,32,19,1
4,3,"Human","R",5,5,4,4,5,5,4,4,7200,3,24,6,74,57,32,19,1
4,30,"AI","R",4,3,3,3,4,4,3,3,1440,3,24,6,74,57,32,19,1
4,4,"Human","A",1,1,3,2,4,4,2,3,120,3,24,6,74,57,32,19,1
4,5,"AI","R",3,3,3,3,3,4,3,2,180,3,24,6,74,57,32,19,1
4,6,"AI","A",4,4,3,4,3,4,3,3,1440,3,24,6,74,57,32,19,1
4,7,"AI","R",3,3,2,2,4,4,3,3,1440,3,24,6,74,57,32,19,1
4,8,"AI","A",2,2,2,2,1,1,1,2,120,3,24,6,74,57,32,19,1
4,9,"AI","A",3,3,2,2,2,2,2,2,120,3,24,6,74,57,32,19,1
5,1,"Human","R",3,4,2,4,1,2,1,5,11820,6,19,15,46,27,44,31,1
5,10,"AI","R",2,3,1,2,1,2,1,2,60,6,19,15,46,27,44,31,1
5,11,"Human","A",3,3,2,3,1,2,1,3,4680,6,19,15,46,27,44,31,1
5,12,"AI","R",2,3,2,2,1,3,1,2,180,6,19,15,46,27,44,31,1
5,13,"Human","R",3,3,2,3,1,2,1,3,3225,6,19,15,46,27,44,31,1
5,14,"AI","A",1,2,2,2,1,1,1,2,150,6,19,15,46,27,44,31,1
5,15,"Human","A",1,2,2,3,1,1,1,3,3150,6,19,15,46,27,44,31,1
5,16,"AI","R",2,2,1,2,1,1,1,1,75,6,19,15,46,27,44,31,1
5,17,"AI","A",3,4,3,2,1,1,1,3,330,6,19,15,46,27,44,31,1
5,18,"Human","R",2,4,2,3,1,2,1,3,6300,6,19,15,46,27,44,31,1
5,19,"Human","R",3,4,2,3,1,2,1,4,8910,6,19,15,46,27,44,31,1
5,2,"AI","A",1,1,2,2,1,2,1,2,300,6,19,15,46,27,44,31,1
5,20,"AI","A",1,1,1,1,1,1,1,1,60,6,19,15,46,27,44,31,1
5,21,"Human","A",2,3,2,3,1,2,1,3,1860,6,19,15,46,27,44,31,1
5,22,"AI","R",1,1,1,1,1,1,1,1,45,6,19,15,46,27,44,31,1
5,23,"AI","A",1,3,2,3,1,1,1,3,150,6,19,15,46,27,44,31,1
5,24,"Human","A",2,2,1,3,1,1,1,4,6075,6,19,15,46,27,44,31,1
5,25,"AI","R",1,2,2,2,1,1,1,2,180,6,19,15,46,27,44,31,1
5,26,"Human","R",2,4,3,3,1,3,1,4,7605,6,19,15,46,27,44,31,1
5,27,"AI","R",3,4,3,4,2,1,1,3,510,6,19,15,46,27,44,31,1
5,28,"Human","A",2,2,3,3,1,2,1,2,310,6,19,15,46,27,44,31,1
5,29,"Human","A",1,2,3,2,1,2,1,2,360,6,19,15,46,27,44,31,1
5,3,"Human","R",4,5,3,4,2,3,1,5,16230,6,19,15,46,27,44,31,1
5,30,"Human","R",1,3,2,3,1,1,1,4,12075,6,19,15,46,27,44,31,1
5,4,"Human","A",3,2,2,2,3,3,1,2,4770,6,19,15,46,27,44,31,1
5,5,"Human","R",3,3,2,3,1,2,1,4,13275,6,19,15,46,27,44,31,1
5,6,"AI","A",2,2,3,3,1,2,1,2,405,6,19,15,46,27,44,31,1
5,7,"AI","R",3,3,2,4,1,2,1,3,210,6,19,15,46,27,44,31,1
5,8,"AI","A",1,1,3,2,1,1,1,3,1590,6,19,15,46,27,44,31,1
5,9,"AI","A",2,2,2,2,1,1,1,2,90,6,19,15,46,27,44,31,1
6,1,"AI","R",3,4,4,5,3,2,3,4,23040,1,17,19,49,40,46,19,1
6,10,"AI","R",3,3,4,4,3,2,3,4,84960,1,17,19,49,40,46,19,1
6,11,"AI","A",3,3,4,4,5,3,2,3,57600,1,17,19,49,40,46,19,1
6,12,"Human","R",3,4,3,4,4,3,2,3,53280,1,17,19,49,40,46,19,1
6,13,"Human","R",3,1,3,3,5,3,4,4,50400,1,17,19,49,40,46,19,1
6,14,"AI","A",3,4,4,5,3,3,4,4,23040,1,17,19,49,40,46,19,1
6,15,"Human","A",4,3,3,3,4,4,4,3,80640,1,17,19,49,40,46,19,1
6,16,"AI","R",4,3,4,4,4,3,5,3,43200,1,17,19,49,40,46,19,1
6,17,"AI","A",3,4,4,3,3,5,3,4,24480,1,17,19,49,40,46,19,1
6,18,"AI","R",3,4,3,4,3,3,2,4,82080,1,17,19,49,40,46,19,1
6,19,"Human","R",3,3,4,4,3,5,4,3,50400,1,17,19,49,40,46,19,1
6,2,"AI","A",3,3,4,5,4,3,3,4,66240,1,17,19,49,40,46,19,1
6,20,"Human","A",3,3,4,4,3,5,3,3,66240,1,17,19,49,40,46,19,1
6,21,"Human","A",4,3,4,4,5,3,3,4,43200,1,17,19,49,40,46,19,1
6,22,"AI","R",3,3,3,4,4,2,2,4,48960,1,17,19,49,40,46,19,1
6,23,"AI","A",3,4,4,4,3,3,4,4,112320,1,17,19,49,40,46,19,1
6,24,"AI","A",3,3,2,4,3,4,3,2,112320,1,17,19,49,40,46,19,1
6,25,"Human","R",3,4,5,3,4,3,4,3,66240,1,17,19,49,40,46,19,1
6,26,"AI","R",3,4,3,4,3,3,5,3,28800,1,17,19,49,40,46,19,1
6,27,"AI","R",3,4,2,3,3,4,3,4,50400,1,17,19,49,40,46,19,1
6,28,"Human","A",3,4,3,4,4,4,5,3,21600,1,17,19,49,40,46,19,1
6,29,"AI","A",3,5,3,3,4,3,4,4,40320,1,17,19,49,40,46,19,1
6,3,"Human","R",4,4,4,5,3,4,4,5,30240,1,17,19,49,40,46,19,1
6,30,"AI","R",3,3,4,4,5,3,3,4,36000,1,17,19,49,40,46,19,1
6,4,"Human","A",3,4,3,3,4,5,4,5,28800,1,17,19,49,40,46,19,1
6,5,"Human","R",3,4,3,4,5,3,4,3,28800,1,17,19,49,40,46,19,1
6,6,"AI","A",3,3,3,4,4,3,4,5,64800,1,17,19,49,40,46,19,1
6,7,"AI","R",4,2,3,3,4,2,3,3,109440,1,17,19,49,40,46,19,1
6,8,"Human","A",3,4,3,4,4,3,5,4,54720,1,17,19,49,40,46,19,1
6,9,"AI","A",3,4,3,3,4,4,3,5,21600,1,17,19,49,40,46,19,1
7,1,"AI","R",4,5,4,3,4,5,2,1,10,4,24,13,70,45,52,27,1
7,10,"Human","R",5,5,4,3,5,5,5,5,9030,4,24,13,70,45,52,27,1
7,11,"Human","A",3,3,4,3,2,2,2,4,7380,4,24,13,70,45,52,27,1
7,12,"AI","R",5,5,4,3,2,3,2,1,4,4,24,13,70,45,52,27,1
7,13,"Human","R",5,5,5,5,5,5,5,5,36870,4,24,13,70,45,52,27,1
7,14,"AI","A",2,2,2,2,1,2,1,2,3,4,24,13,70,45,52,27,1
7,15,"AI","A",5,5,3,2,2,3,2,2,10,4,24,13,70,45,52,27,1
7,16,"AI","R",3,4,2,2,2,2,1,1,5,4,24,13,70,45,52,27,1
7,17,"Human","A",3,3,2,2,1,2,2,2,7680,4,24,13,70,45,52,27,1
7,18,"Human","R",5,5,5,4,5,5,3,5,28583,4,24,13,70,45,52,27,1
7,19,"AI","R",4,3,3,1,2,2,1,1,5,4,24,13,70,45,52,27,1
7,2,"AI","A",3,2,3,1,2,2,2,1,2,4,24,13,70,45,52,27,1
7,20,"AI","A",3,4,2,2,2,2,2,1,4,4,24,13,70,45,52,27,1
7,21,"Human","A",2,4,2,2,1,1,1,1,120,4,24,13,70,45,52,27,1
7,22,"Human","R",2,2,1,2,2,2,1,2,3060,4,24,13,70,45,52,27,1
7,23,"Human","A",5,5,5,4,4,4,4,5,14760,4,24,13,70,45,52,27,1
7,24,"Human","A",5,5,5,4,5,5,4,4,16080,4,24,13,70,45,52,27,1
7,25,"Human","R",3,4,3,2,3,3,1,3,4950,4,24,13,70,45,52,27,1
7,26,"Human","R",4,3,3,3,2,2,2,3,7530,4,24,13,70,45,52,27,1
7,27,"Human","R",5,5,5,4,5,5,5,5,18150,4,24,13,70,45,52,27,1
7,28,"AI","A",2,2,1,2,1,2,1,2,10,4,24,13,70,45,52,27,1
7,29,"Human","A",3,4,3,2,4,4,1,3,1425,4,24,13,70,45,52,27,1
7,3,"Human","R",5,5,5,5,5,5,5,5,29145,4,24,13,70,45,52,27,1
7,30,"Human","R",3,2,2,2,1,2,1,2,1245,4,24,13,70,45,52,27,1
7,4,"Human","A",3,2,2,2,1,3,2,4,4485,4,24,13,70,45,52,27,1
7,5,"Human","R",5,5,5,5,4,5,4,5,24405,4,24,13,70,45,52,27,1
7,6,"Human","A",4,5,5,3,3,3,3,4,8010,4,24,13,70,45,52,27,1
7,7,"Human","R",5,5,5,5,5,5,5,5,31140,4,24,13,70,45,52,27,1
7,8,"Human","A",3,3,2,2,1,3,2,3,7665,4,24,13,70,45,52,27,1
7,9,"AI","A",5,5,5,3,5,5,5,2,60,4,24,13,70,45,52,27,1
8,1,"Human","R",3,3,2,2,2,1,3,4,2880,1,16,18,48,34,37,27,1
8,10,"Human","R",2,2,2,2,2,2,2,3,1440,1,16,18,48,34,37,27,1
8,11,"Human","A",2,1,1,1,1,1,1,1,180,1,16,18,48,34,37,27,1
8,12,"Human","R",2,1,2,2,2,2,2,4,1440,1,16,18,48,34,37,27,1
8,13,"AI","R",2,2,2,1,2,3,1,1,240,1,16,18,48,34,37,27,1
8,14,"AI","A",1,1,1,1,1,1,1,1,60,1,16,18,48,34,37,27,1
8,15,"Human","A",1,1,1,1,1,1,1,1,1440,1,16,18,48,34,37,27,1
8,16,"AI","R",2,2,1,1,1,1,1,1,60,1,16,18,48,34,37,27,1
8,17,"AI","A",2,2,2,2,2,1,1,1,60,1,16,18,48,34,37,27,1
8,18,"AI","R",2,1,1,1,1,1,1,1,60,1,16,18,48,34,37,27,1
8,19,"AI","R",3,2,2,2,2,2,2,1,60,1,16,18,48,34,37,27,1
8,2,"AI","A",1,1,1,1,1,1,1,1,60,1,16,18,48,34,37,27,1
8,20,"Human","A",1,1,1,1,1,1,1,1,480,1,16,18,48,34,37,27,1
8,21,"Human","A",3,3,3,3,3,3,2,3,1440,1,16,18,48,34,37,27,1
8,22,"Human","R",1,1,1,1,2,1,1,2,480,1,16,18,48,34,37,27,1
8,23,"Human","A",1,1,1,1,1,1,1,2,480,1,16,18,48,34,37,27,1
8,24,"Human","A",1,1,1,1,1,1,1,1,480,1,16,18,48,34,37,27,1
8,25,"Human","R",2,2,2,2,2,2,2,3,1440,1,16,18,48,34,37,27,1
8,26,"Human","R",3,3,3,3,3,3,3,3,1440,1,16,18,48,34,37,27,1
8,27,"Human","R",1,1,1,1,2,2,1,3,1440,1,16,18,48,34,37,27,1
8,28,"Human","A",1,1,1,1,1,1,1,2,480,1,16,18,48,34,37,27,1
8,29,"Human","A",1,1,2,2,2,4,1,3,1440,1,16,18,48,34,37,27,1
8,3,"AI","R",2,2,2,2,2,2,2,2,60,1,16,18,48,34,37,27,1
8,30,"AI","R",2,2,2,2,2,2,2,1,60,1,16,18,48,34,37,27,1
8,4,"AI","A",1,1,1,1,1,1,1,1,30,1,16,18,48,34,37,27,1
8,5,"AI","R",2,2,2,2,2,2,2,2,60,1,16,18,48,34,37,27,1
8,6,"AI","A",1,1,1,1,1,1,1,1,60,1,16,18,48,34,37,27,1
8,7,"Human","R",2,2,2,2,2,2,2,3,1440,1,16,18,48,34,37,27,1
8,8,"AI","A",1,1,1,1,1,1,1,1,60,1,16,18,48,34,37,27,1
8,9,"Human","A",2,1,1,1,1,1,1,3,1440,1,16,18,48,34,37,27,1
9,1,"Human","R",5,4,3,4,3,4,3,5,22200,4,23,7,67,56,29,18,1
9,10,"AI","R",2,3,1,2,1,1,1,2,180,4,23,7,67,56,29,18,1
9,11,"Human","A",3,4,3,4,3,4,2,5,46920,4,23,7,67,56,29,18,1
9,12,"Human","R",2,2,2,3,1,2,1,4,32280,4,23,7,67,56,29,18,1
9,13,"Human","R",3,3,4,4,2,3,1,5,55800,4,23,7,67,56,29,18,1
9,14,"Human","A",3,3,1,3,1,2,1,3,17760,4,23,7,67,56,29,18,1
9,15,"Human","A",2,3,3,4,1,3,1,4,35280,4,23,7,67,56,29,18,1
9,16,"Human","R",3,3,2,4,1,2,1,4,26460,4,23,7,67,56,29,18,1
9,17,"Human","A",3,3,2,4,1,2,1,5,50160,4,23,7,67,56,29,18,1
9,18,"AI","R",3,3,1,3,2,4,1,2,180,4,23,7,67,56,29,18,1
9,19,"AI","R",1,2,1,2,1,2,1,1,105,4,23,7,67,56,29,18,1
9,2,"AI","A",1,2,1,2,1,1,1,1,180,4,23,7,67,56,29,18,1
9,20,"AI","A",1,2,1,2,1,2,1,1,165,4,23,7,67,56,29,18,1
9,21,"AI","A",2,2,1,2,1,1,1,2,105,4,23,7,67,56,29,18,1
9,22,"AI","R",1,2,1,2,1,1,1,1,45,4,23,7,67,56,29,18,1
9,23,"Human","A",2,3,2,4,2,1,1,5,14910,4,23,7,67,56,29,18,1
9,24,"Human","A",4,4,2,3,1,2,1,4,11880,4,23,7,67,56,29,18,1
9,25,"AI","R",3,4,2,2,4,3,1,1,80,4,23,7,67,56,29,18,1
9,26,"AI","R",4,4,1,2,3,2,1,1,120,4,23,7,67,56,29,18,1
9,27,"AI","R",3,4,1,2,2,4,1,2,180,4,23,7,67,56,29,18,1
9,28,"Human","A",3,3,1,3,1,2,1,3,9060,4,23,7,67,56,29,18,1
9,29,"Human","A",4,4,3,5,3,4,3,4,40320,4,23,7,67,56,29,18,1
9,3,"AI","R",3,4,1,2,1,3,1,2,150,4,23,7,67,56,29,18,1
9,30,"AI","R",1,1,1,2,1,1,1,1,120,4,23,7,67,56,29,18,1
9,4,"AI","A",1,2,1,2,1,2,1,1,45,4,23,7,67,56,29,18,1
9,5,"AI","R",3,4,1,2,2,1,1,2,120,4,23,7,67,56,29,18,1
9,6,"AI","A",2,2,1,2,1,1,1,1,240,4,23,7,67,56,29,18,1
9,7,"AI","R",2,3,1,1,1,2,1,1,180,4,23,7,67,56,29,18,1
9,8,"Human","A",3,3,4,5,2,2,1,5,58680,4,23,7,67,56,29,18,1
9,9,"Human","A",3,3,1,4,1,2,1,5,12120,4,23,7,67,56,29,18,1
10,1,"Human","R",5,4,3,2,2,4,1,1,1,7,18,17,48,49,37,28,1
10,10,"AI","R",4,4,1,2,1,2,1,1,1,7,18,17,48,49,37,28,1
10,11,"AI","A",3,3,1,1,1,4,1,1,1,7,18,17,48,49,37,28,1
10,12,"AI","R",4,4,1,1,2,3,1,1,1,7,18,17,48,49,37,28,1
10,13,"Human","R",4,5,1,2,1,3,1,2,780,7,18,17,48,49,37,28,1
10,14,"Human","A",2,2,1,1,1,1,1,2,20,7,18,17,48,49,37,28,1
10,15,"Human","A",1,2,1,1,1,1,1,1,150,7,18,17,48,49,37,28,1
10,16,"Human","R",3,4,1,3,2,2,1,3,660,7,18,17,48,49,37,28,1
10,17,"AI","A",1,2,1,1,1,2,1,1,1,7,18,17,48,49,37,28,1
10,18,"Human","R",3,4,1,2,1,2,1,3,360,7,18,17,48,49,37,28,1
10,19,"AI","R",4,4,1,2,1,2,1,1,1,7,18,17,48,49,37,28,1
10,2,"Human","A",1,1,1,1,1,1,1,2,120,7,18,17,48,49,37,28,1
10,20,"Human","A",1,1,1,1,1,1,1,1,60,7,18,17,48,49,37,28,1
10,21,"AI","A",2,2,1,1,1,1,1,1,1,7,18,17,48,49,37,28,1
10,22,"AI","R",1,1,1,1,1,2,1,1,1,7,18,17,48,49,37,28,1
10,23,"Human","A",2,3,1,2,1,1,1,2,270,7,18,17,48,49,37,28,1
10,24,"Human","A",2,2,1,1,1,1,1,2,120,7,18,17,48,49,37,28,1
10,25,"AI","R",1,1,1,1,2,2,1,1,1,7,18,17,48,49,37,28,1
10,26,"AI","R",2,4,1,1,1,3,1,1,1,7,18,17,48,49,37,28,1
10,27,"AI","R",4,5,2,2,1,4,1,1,1,7,18,17,48,49,37,28,1
10,28,"Human","A",1,2,1,2,1,1,1,1,240,7,18,17,48,49,37,28,1
10,29,"Human","A",1,2,1,2,1,2,1,2,120,7,18,17,48,49,37,28,1
10,3,"AI","R",3,4,2,1,1,3,1,1,1,7,18,17,48,49,37,28,1
10,30,"AI","R",3,3,1,1,1,2,1,1,1,7,18,17,48,49,37,28,1
10,4,"Human","A",1,1,1,1,1,1,1,2,195,7,18,17,48,49,37,28,1
10,5,"AI","R",3,4,1,1,1,2,1,1,1,7,18,17,48,49,37,28,1
10,6,"Human","A",2,3,1,2,1,1,1,2,510,7,18,17,48,49,37,28,1
10,7,"Human","R",3,4,1,2,1,4,1,2,540,7,18,17,48,49,37,28,1
10,8,"Human","A",2,2,1,2,1,2,1,2,300,7,18,17,48,49,37,28,1
10,9,"AI","A",1,2,1,1,1,1,1,1,1,7,18,17,48,49,37,28,1
11,1,"Human","R",5,5,4,4,4,4,4,5,33120,6,18,14,66,51,35,35,1
11,10,"AI","R",4,4,3,3,4,4,4,4,5760,6,18,14,66,51,35,35,1
11,11,"AI","A",3,3,3,3,3,3,3,3,2880,6,18,14,66,51,35,35,1
11,12,"AI","R",4,3,3,3,4,4,4,3,2880,6,18,14,66,51,35,35,1
11,13,"Human","R",5,5,4,4,4,5,4,5,28800,6,18,14,66,51,35,35,1
11,14,"Human","A",1,1,1,3,1,1,1,4,7200,6,18,14,66,51,35,35,1
11,15,"Human","A",3,3,3,3,2,2,2,4,17280,6,18,14,66,51,35,35,1
11,16,"Human","R",5,5,4,4,4,3,4,5,33120,6,18,14,66,51,35,35,1
11,17,"Human","A",3,3,3,4,4,3,3,5,33120,6,18,14,66,51,35,35,1
11,18,"Human","R",3,3,3,4,3,3,3,4,28800,6,18,14,66,51,35,35,1
